iter	Passed	Remaining
349	1761	3271
350	1763	3260
351	1764	3248
352	1766	3237
353	1771	3232
354	1773	3222
355	1775	3211
356	1776	3199
357	1783	3198
358	1790	3196
359	1792	3186
360	1793	3175
361	1795	3164
362	1797	3153
363	1798	3143
364	1800	3132
365	1806	3128
366	1807	3117
367	1808	3106
368	1810	3095
369	1811	3084
370	1812	3073
371	1814	3063
372	1815	3052
373	1817	3042
374	1820	3033
375	1821	3023
376	1823	3013
377	1838	3024
378	1839	3014
379	1840	3003
380	1843	2995
381	1845	2985
382	1846	2975
383	1852	2972
384	1854	2962
385	1856	2952
386	1857	2942
387	1859	2932
388	1860	2922
389	1862	2912
390	1863	2902
391	1868	2898
392	1871	2890
393	1872	2880
394	1874	2870
395	1875	2861
396	1877	2851
397	1878	2841
398	1880	2832
399	1891	2836
400	1892	2827
401	1894	2817
402	1895	2807
403	1896	2797
404	1897	2788
405	1904	2786
406	1905	2776
407	1907	2767
408	1908	2757
409	1909	2747
410	1910	2738
411	1911	2728
412	1913	2719
413	1914	2709
414	1918	2704
415	1920	2695
416	1922	2687
417	1923	2678
418	1926	2671
419	1927	2661
420	1928	2652
421	1930	2643
422	1931	2634
423	1954	2655
424	1956	2646
425	1957	2637
426	1959	2628
427	1960	2620
428	1962	2611
429	1963	2602
430	1965	2594
431	1966	2585
432	1972	2582
433	1973	2573
434	1974	2565
435	1976	2556
436	1977	2547
437	1979	2539
438	1980	2531
439	1982	2522
440	1983	2514
441	1988	2510
442	1990	2502
443	2000	2505
444	2002	2497
445	2004	2489
446	2005	2480
447	2006	2472
448	2007	2463
449	2009	2455
450	2010	2446
451	2014	2442
452	2016	2434
453	2018	2427
454	2019	2419
455	2020	2410
456	2023	2404
457	2025	2396
458	2026	2388
459	2027	2380
460	2041	2386
461	2042	2378
462	2043	2370
463	2045	2362
464	2051	2360
465	2052	2352
466	2055	2345
467	2057	2338
468	2058	2330
469	2060	2323
470	2061	2315
471	2062	2307
472	2064	2299
473	2069	2296
474	2071	2289
475	2072	2281
476	2074	2274
477	2075	2266
478	2076	2258
479	2077	2251
480	2079	2243
481	2080	2235
482	2081	2228
483	2087	2225
484	2088	2217
485	2089	2210
486	2091	2202
487	2092	2195
488	2093	2187
489	2094	2180
490	2095	2172
491	2097	2165
492	2099	2159
493	2101	2152
494	2103	2145
495	2104	2138
496	2106	2131
497	2108	2125
498	2109	2118
499	2115	2115
500	2116	2108
501	2118	2101
502	2119	2093
503	2120	2086
504	2121	2079
505	2122	2072
506	2124	2065
507	2125	2058
508	2126	2051
509	2132	2048
510	2133	2041
511	2134	2034
512	2136	2028
513	2137	2021
514	2168	2041
515	2169	2034
516	2171	2028
517	2172	2021
518	2174	2015
519	2175	2008
520	2177	2001
521	2182	1998
522	2184	1992
523	2185	1985
524	2187	1979
525	2189	1973
526	2191	1966
527	2192	1960
528	2199	1958
529	2201	1952
530	2203	1946
531	2205	1940
532	2207	1933
533	2208	1927
534	2210	1921
535	2211	1914
536	2242	1933
537	2243	1926
538	2245	1920
539	2246	1914
540	2251	1910
541	2253	1904
542	2255	1897
543	2256	1891
544	2257	1884
545	2259	1878
546	2260	1872
547	2262	1866
548	2264	1859
549	2265	1853
550	2266	1846
551	2267	1840
552	2269	1834
553	2270	1827
554	2272	1821
555	2273	1815
556	2275	1809
557	2300	1822
558	2301	1815
559	2302	1809
560	2304	1803
561	2305	1797
562	2307	1791
563	2309	1785
564	2310	1779
565	2312	1773
566	2313	1767
567	2314	1760
568	2316	1754
569	2317	1748
570	2319	1742
571	2320	1736
572	2322	1730
573	2324	1724
574	2331	1722
575	2332	1717
576	2333	1711
577	2335	1704
578	2336	1698
579	2337	1692
580	2338	1686
581	2339	1680
582	2400	1716
583	2402	1711
584	2403	1705
585	2405	1699
586	2406	1693
587	2407	1687
588	2408	1680
589	2409	1674
590	2411	1668
591	2415	1664
592	2417	1658
593	2418	1653
594	2420	1647
595	2421	1641
596	2424	1636
597	2426	1631
598	2427	1625
599	2432	1621
600	2435	1616
601	2436	1610
602	2438	1605
603	2439	1599
604	2460	1606
605	2462	1600
606	2467	1597
607	2468	1591
608	2470	1586
609	2471	1580
610	2473	1574
611	2474	1568
612	2475	1562
613	2476	1556
614	2477	1551
615	2478	1545
616	2484	1542
617	2485	1536
618	2487	1530
619	2488	1525
620	2489	1519
621	2491	1514
622	2492	1508
623	2494	1502
624	2495	1497
625	2509	1499
626	2510	1493
627	2511	1487
628	2525	1489
629	2526	1483
630	2528	1478
631	2529	1472
632	2530	1467
633	2536	1464
634	2537	1458
635	2539	1453
636	2540	1447
637	2541	1442
638	2542	1436
639	2543	1430
640	2544	1425
641	2545	1419
642	2547	1414
643	2551	1410
644	2552	1405
645	2554	1399
646	2555	1394
647	2556	1388
648	2557	1383
649	2558	1377
650	2559	1372
651	2560	1366
652	2561	1361
653	2563	1355
654	2592	1365
655	2593	1360
656	2595	1354
657	2596	1349
658	2597	1343
659	2598	1338
660	2613	1340
661	2614	1334
662	2615	1329
663	2616	1324
664	2618	1319
665	2620	1314
666	2622	1309
667	2623	1303
668	2624	1298
669	2625	1293
670	2626	1287
671	2628	1282
672	2629	1277
673	2633	1274
674	2636	1269
675	2637	1264
676	2638	1258
677	2642	1254
678	2643	1249
679	2644	1244
680	2645	1239
681	2646	1234
682	2651	1230
683	2652	1225
684	2654	1220
685	2655	1215
686	2656	1210
687	2658	1205
688	2659	1200
689	2660	1195
690	2662	1190
691	2663	1185
692	2668	1182
693	2669	1177
694	2671	1172
695	2672	1167
696	2673	1162
697	2675	1157
698	2676	1152
699	2677	1147
700	2679	1142
701	2694	1143
702	2696	1139
703	2697	1134
704	2701	1130
705	2702	1125
706	2704	1120
707	2705	1115
708	2706	1110
709	2707	1105
710	2711	1102
711	2712	1097
712	2742	1103
713	2743	1098
714	2744	1094
715	2746	1089
716	2747	1084
717	2769	1087
718	2771	1083
719	2772	1078
720	2773	1073
721	2774	1068
722	2776	1063
723	2777	1058
724	2778	1054
725	2780	1049
726	2781	1044
727	2798	1045
728	2799	1040
729	2800	1035
730	2804	1032
731	2806	1027
732	2807	1022
733	2808	1017
734	2811	1013
735	2813	1009
736	2814	1004
737	2816	999
738	2817	994
739	2819	990
740	2821	986
741	2822	981
742	2823	976
743	2825	972
744	2826	967
745	2827	962
746	2829	958
747	2830	953
748	2834	950
749	2836	945
750	2837	940
751	2838	936
752	2840	931
753	2852	930
754	2854	926
755	2855	921
756	2856	917
757	2858	912
758	2859	907
759	2860	903
760	2862	898
761	2863	894
762	2866	890
763	2869	886
764	2870	881
765	2871	877
766	2872	872
767	2874	868
768	2875	863
769	2876	859
770	2877	854
771	2878	850
772	2879	845
773	2885	842
774	2887	838
775	2894	835
776	2895	831
777	2897	826
778	2902	823
779	2904	819
780	2905	814
781	2906	810
782	2908	806
783	2909	801
784	2911	797
785	2912	792
786	2913	788
787	2926	787
788	2928	783
789	2929	778
790	2930	774
791	2934	770
792	2936	766
793	2938	762
794	2939	758
795	2941	753
796	2942	749
797	2943	745
798	2944	740
799	2945	736
800	2958	735
801	2959	730
802	2961	726
803	2962	722
804	2963	717
805	2964	713
806	2968	710
807	2969	705
808	2971	701
809	2972	697
810	2973	692
811	2974	688
812	2975	684
813	2976	680
814	2977	675
815	2979	671
816	2980	667
817	2981	663
818	2987	660
819	2989	656
820	2991	652
821	2992	647
822	2993	643
823	2994	639
824	2995	635
825	2996	631
826	2997	627
827	3014	626
828	3016	622
829	3017	618
830	3019	614
831	3020	609
832	3021	605
833	3024	601
834	3025	597
835	3027	593
836	3028	589
837	3034	586
838	3035	582
839	3036	578
840	3037	574
841	3039	570
842	3040	566
843	3041	562
844	3042	558
845	3043	554
846	3045	550
847	3050	546
848	3052	542
849	3053	538
850	3054	534
851	3060	531
852	3061	527
853	3066	524
854	3067	520
855	3069	516
856	3070	512
857	3071	508
858	3072	504
859	3073	500
860	3074	496
861	3076	492
862	3077	488
863	3078	484
864	3083	481
865	3084	477
866	3085	473
867	3086	469
868	3088	465
869	3089	461
870	3090	457
871	3092	453
872	3093	450
873	3095	446
874	3100	442
875	3101	439
876	3102	435
877	3104	431
878	3105	427
879	3106	423
880	3107	419
881	3108	415
882	3109	412
883	3110	408
884	3111	404
885	3117	401
886	3118	397
887	3119	393
888	3120	389
889	3122	385
890	3123	382
891	3125	378
892	3126	374
893	3127	370
894	3141	368
895	3142	364
896	3143	361
897	3145	357
898	3154	354
899	3156	350
900	3157	346
901	3158	343
902	3159	339
903	3160	335
904	3161	331
905	3166	328
906	3168	324
907	3169	321
908	3170	317
909	3172	313
910	3173	310
911	3174	306
912	3176	302
913	3177	298
914	3178	295
915	3179	291
916	3181	287
917	3182	284
918	3183	280
919	3185	276
920	3186	273
921	3187	269
922	3188	265
923	3189	262
924	3190	258
925	3191	255
926	3192	251
927	3198	248
928	3200	244
929	3201	240
930	3203	237
931	3205	233
932	3207	230
933	3208	226
934	3209	223
935	3214	219
936	3215	216
937	3217	212
938	3218	209
939	3219	205
940	3221	201
941	3224	198
942	3225	194
943	3231	191
944	3233	188
945	3235	184
946	3238	181
947	3239	177
948	3240	174
949	3242	170
950	3243	167
951	3252	163
952	3253	160
953	3254	156
954	3256	153
955	3257	149
956	3258	146
957	3259	142
958	3263	139
959	3265	136
960	3266	132
961	3267	129
962	3268	125
963	3269	122
964	3271	118
965	3272	115
966	3273	111
967	3274	108
968	3275	104
969	3276	101
970	3278	97
971	3279	94
972	3280	91
973	3282	87
974	3283	84
975	3284	80
976	3285	77
977	3286	73
978	3287	70
979	3289	67
980	3295	63
981	3296	60
982	3297	57
983	3298	53
984	3299	50
985	3300	46
986	3301	43
987	3302	40
988	3303	36
989	3305	33
990	3306	30
991	3311	26
992	3312	23
993	3313	20
994	3315	16
995	3316	13
996	3317	9
997	3318	6
998	3319	3
999	3320	0
